target_id	length	eff_length	est_counts	tpm
TRINITY_DN98_c0_g1_i1	985	793.963	500	231.33
TRINITY_DN2_c0_g1_i1	1096	904.963	453	183.878
TRINITY_DN48_c0_g1_i1	789	598.214	49	30.0885
TRINITY_DN70_c0_g1_i1	1074	882.963	1629	677.704
TRINITY_DN66_c0_g1_i1	365	181.08	0	0
TRINITY_DN66_c0_g1_i2	321	141.635	0	0
TRINITY_DN76_c0_g1_i1	1395	1203.96	4	1.22042
TRINITY_DN43_c0_g1_i1	586	395.951	2317	2149.54
TRINITY_DN43_c0_g2_i1	1499	1307.96	357	100.261
TRINITY_DN33_c0_g1_i1	467	278.39	359	473.698
TRINITY_DN82_c0_g1_i1	1266	1074.96	4	1.36687
TRINITY_DN25_c0_g1_i1	402	215.97	38.5155	65.5092
TRINITY_DN25_c0_g1_i2	475	286.249	4.48452	5.75485
TRINITY_DN19_c0_g1_i1	384	198.896	0	0
TRINITY_DN19_c0_g1_i2	584	393.951	0	0
TRINITY_DN44_c0_g1_i1	1352	1160.96	234	74.0387
TRINITY_DN44_c0_g1_i2	1429	1237.96	0	0
TRINITY_DN61_c0_g1_i1	201	47.9428	1	7.66192
TRINITY_DN22_c0_g1_i1	586	395.951	269.06	249.613
TRINITY_DN22_c0_g1_i2	345	162.988	18.9403	42.6866
TRINITY_DN78_c0_g1_i1	1065	873.963	87	36.5668
TRINITY_DN85_c0_g1_i1	2158	1966.96	2	0.373504
TRINITY_DN85_c0_g2_i1	949	757.963	1	0.484633
TRINITY_DN29_c0_g1_i2	300	123.316	2003	5966.54
TRINITY_DN60_c0_g1_i1	202	48.6071	0	0
TRINITY_DN60_c0_g2_i1	560	370.103	0	0
TRINITY_DN45_c0_g1_i1	1627	1435.96	41	10.4882
TRINITY_DN83_c0_g1_i1	790	599.154	516.524	316.675
TRINITY_DN83_c0_g1_i2	861	669.963	4.47576	2.45401
TRINITY_DN47_c0_g1_i1	2703	2511.96	6	0.877403
TRINITY_DN58_c0_g1_i1	1015	823.963	806	359.326
TRINITY_DN95_c0_g1_i1	542	352.211	112	116.809
TRINITY_DN91_c0_g1_i1	912	720.963	18	9.17109
TRINITY_DN56_c0_g1_i1	224	63.1568	1	5.81623
TRINITY_DN51_c0_g1_i1	395	209.231	25	43.891
TRINITY_DN90_c0_g1_i2	1153	961.963	19	7.25532
TRINITY_DN18_c0_g1_i1	220	60.4216	0	0
TRINITY_DN40_c0_g1_i1	964	772.963	321	152.548
TRINITY_DN16_c0_g1_i2	1091	899.963	1	0.408166
TRINITY_DN55_c0_g1_i1	2183	1991.96	111	20.4693
TRINITY_DN59_c0_g1_i1	286	111.465	0	0
TRINITY_DN59_c0_g1_i2	264	93.7379	0	0
TRINITY_DN64_c0_g1_i1	270	98.3213	24	89.6654
TRINITY_DN64_c0_g2_i1	281	107.197	111	380.366
TRINITY_DN96_c0_g1_i1	205	50.3869	0	0
TRINITY_DN96_c0_g1_i2	202	48.6071	2	15.1144
TRINITY_DN71_c0_g1_i1	205	50.3869	1	7.29027
TRINITY_DN5_c0_g1_i1	832	641.093	23	13.1786
TRINITY_DN81_c0_g1_i1	483	293.985	1347	1683.07
TRINITY_DN37_c0_g1_i1	215	57.0923	0	0
TRINITY_DN37_c0_g2_i1	283	108.852	2	6.74925
TRINITY_DN79_c0_g1_i1	732	541.214	1103	748.631
TRINITY_DN75_c0_g1_i1	352	169.25	0	0
TRINITY_DN93_c0_g1_i1	1746	1554.96	3.48646	0.823618
TRINITY_DN93_c0_g1_i2	1647	1455.96	289.514	73.0432
TRINITY_DN1_c0_g1_i2	212	55.0167	0	0
TRINITY_DN99_c0_g1_i1	1244	1052.96	542	189.081
TRINITY_DN3_c0_g1_i1	1733	1541.96	910	216.785
TRINITY_DN14_c0_g1_i1	285	110.599	0	0
TRINITY_DN14_c0_g2_i1	363	179.191	0	0
TRINITY_DN31_c0_g1_i1	221	61.1343	1	6.00864
TRINITY_DN7_c0_g1_i1	1836	1644.96	29	6.47595
TRINITY_DN8_c0_g1_i1	346	163.87	2	4.48325
TRINITY_DN62_c0_g1_i1	249	81.8406	59	264.816
TRINITY_DN62_c0_g2_i1	300	123.316	50	148.94
TRINITY_DN88_c0_g1_i1	1778	1586.96	221	51.1548
TRINITY_DN87_c0_g1_i1	661	470.313	1570	1226.24
TRINITY_DN39_c0_g1_i1	441	253.157	77	111.728
TRINITY_DN97_c0_g1_i1	636	445.452	74	61.0228
TRINITY_DN52_c0_g1_i1	564	374.029	336	329.986
TRINITY_DN0_c0_g1_i1	1208	1016.96	91	32.8698
TRINITY_DN21_c0_g1_i1	2857	2665.96	12	1.65344
TRINITY_DN28_c0_g1_i1	312	133.903	0	0
TRINITY_DN35_c0_g1_i1	1222	1030.96	623	221.976
TRINITY_DN24_c0_g1_i1	609	418.708	1259.96	1105.37
TRINITY_DN24_c0_g1_i2	698	507.265	9.03776	6.54467
TRINITY_DN23_c0_g1_i1	388	202.671	0	0
TRINITY_DN23_c0_g2_i1	853	661.963	0	0
TRINITY_DN10_c0_g1_i1	290	114.748	16	51.2195
TRINITY_DN10_c0_g2_i1	391	205.505	299	534.453
TRINITY_DN57_c0_g1_i2	202	48.6071	1	7.55722
TRINITY_DN20_c0_g1_i1	1009	817.963	21	9.43077
TRINITY_DN68_c0_g1_i1	235	71.3004	0	0
TRINITY_DN53_c0_g1_i1	410	223.525	168	276.086
TRINITY_DN32_c0_g1_i1	260	90.4221	0	0
TRINITY_DN4_c0_g1_i1	797	606.154	169	102.415
TRINITY_DN9_c0_g1_i1	1805	1613.96	173	39.3744
TRINITY_DN46_c0_g1_i1	450	261.768	0	0
TRINITY_DN46_c0_g1_i2	539	349.246	0	0
TRINITY_DN6_c0_g1_i1	204	49.858	0	0
TRINITY_DN54_c0_g1_i1	872	680.963	1	0.539433
TRINITY_DN84_c0_g1_i1	3521	3329.96	68	7.5012
TRINITY_DN26_c0_g1_i1	1981	1789.96	689	141.396
TRINITY_DN89_c0_g1_i1	582	391.991	64	59.9743
TRINITY_DN12_c0_g1_i1	714	523.214	0	0
TRINITY_DN41_c0_g1_i1	601	410.75	1	0.894301
TRINITY_DN77_c0_g1_i1	264	93.7379	0	0
TRINITY_DN13_c0_g1_i1	236	72.0086	0	0
TRINITY_DN13_c0_g1_i2	304	126.82	0	0
TRINITY_DN30_c0_g1_i2	402	215.97	1	1.70085
TRINITY_DN72_c0_g1_i1	825	634.093	983	569.458
TRINITY_DN65_c0_g1_i1	354	171.074	4	8.58889
TRINITY_DN38_c0_g1_i1	1076	884.963	29	12.0374
TRINITY_DN63_c0_g1_i1	1318	1126.96	59	19.2311
TRINITY_DN50_c0_g1_i1	227	65.3075	0	0
TRINITY_DN34_c0_g1_i1	214	56.3927	1	6.51386
TRINITY_DN42_c0_g1_i1	3086	2894.96	1	0.126887
TRINITY_DN74_c0_g1_i1	230	67.4921	15	81.6393
TRINITY_DN11_c0_g1_i1	232	68.987	0	0
TRINITY_DN49_c0_g1_i2	511	321.677	0	0
TRINITY_DN15_c0_g1_i1	269	97.553	1	3.76548
TRINITY_DN80_c0_g1_i1	456	267.583	146.156	200.642
TRINITY_DN80_c0_g1_i2	428	240.683	1.84363	2.81377
TRINITY_DN86_c0_g1_i1	1274	1082.96	443	150.263
TRINITY_DN73_c0_g1_i1	882	690.963	0	0
TRINITY_DN73_c0_g1_i2	774	583.214	2	1.25969
TRINITY_DN17_c0_g1_i1	639	448.452	668	547.169
TRINITY_DN94_c0_g1_i1	1746	1554.96	159	37.5611
