target_id	length	eff_length	est_counts	tpm
TraesCS1A01G000100LC.1	2740	2741	39889.5	7121.75
TraesCS1A01G000400.1	3055	3056	1377.27	220.547
TraesCS1A01G000900.1	2987	2988	14336.8	2348.06
TraesCS1A01G001000.1	2332	2333	1612.86	338.313
TraesCS1A01G001100.1	3718	3719	16182.5	2129.39
TraesCS1A01G001400.1	2531	2532	8151.61	1575.49
TraesCS1A01G001500LC.1	512	513	54332	51829.3
TraesCS1A01G007300.1	925	926	0	0
TraesCS1A01G007400.1	903	904	0	0
TraesCS1A01G007700.1	603	604	0	0
TraesCS1A01G008000.1	1035	1036	1	0.472364
TraesCS1A01G008200LC.1	420	421	0	0
TraesCS1A01G008300LC.1	348	349	0	0
TraesCS1A01G010400LC.1	1023	1024	0	0
TraesCS1A01G010700LC.1	498	499	0	0
TraesCS1A01G010900.1	471	472	0	0
TraesCS1A01G011100LC.1	420	421	1	1.1624
TraesCS1A01G020000.1	417	418	1088	1273.76
TraesCS1A01G038100.1	766	767	261.958	167.137
TraesCS1A01G040200LC.1	1247	1248	0	0
TraesCS1A01G041300.1	453	454	88.7225	95.6345
TraesCS1A01G041400.1	483	484	0	0
TraesCS1A01G050900.1	984	985	0	0
TraesCS1A01G051700.1	1160	1161	796	335.519
TraesCS1A01G063100.1	604	605	0	0
TraesCS1A01G070100LC.1	297	298	0	0
TraesCS1A01G070900.3	2338	2339	73	15.2732
TraesCS1A01G074800.1	1563	1564	68	21.2769
TraesCS1A01G078800.1	934	935	53.3144	27.9042
TraesCS1A01G083800.1	1490	1491	7	2.29751
TraesCS1A01G086100.1	1801	1802	41	11.1344
TraesCS1A01G092900.1	1197	1198	2999.29	1225.18
TraesCS1A01G096500.2	564	565	487.647	422.371
TraesCS1A01G097700.1	1518	1519	1447.75	466.416
TraesCS1A01G105400.1	876	877	1728.1	964.288
TraesCS1A01G106600.1	1102	1103	294	130.439
TraesCS1A01G112500.1	1096	1097	3528.59	1574.09
TraesCS1A01G115900.1	582	583	3476.32	2918.02
TraesCS1A01G117500.3	2760	2761	7	1.2407
TraesCS1A01G118200.1	165	166	9.24324	27.2492
TraesCS1A01G125800.1	1198	1199	0	0
TraesCS1A01G126100.1	1805	1806	195	52.8389
TraesCS1A01G127000.1	1214	1215	264	106.332
TraesCS1A01G136800.2	1330	1331	31	11.3978
TraesCS1A01G142600.4	1025	1026	87	41.4962
TraesCS1A01G147000.1	940	941	1180.71	614.03
TraesCS1A01G148400.1	645	646	770.834	583.935
TraesCS1A01G155200.1	987	988	2143.33	1061.62
TraesCS1A01G159100.1	432	433	546.783	617.965
TraesCS1A01G160300.1	1494	1495	0	0
TraesCS1A01G162700.1	324	325	1	1.50575
TraesCS1A01G166200LC.1	615	616	0	0
TraesCS1A01G166600.1	1071	1072	220.814	100.802
TraesCS1A01G173600.1	834	835	2	1.17214
TraesCS1A01G177800.1	2248	2249	122	26.5465
TraesCS1A01G179400.1	644	645	55	41.7292
TraesCS1A01G186400.1	1025	1026	5	2.38484
TraesCS1A01G186600.1	967	968	43	21.7385
TraesCS1A01G187800LC.1	438	439	1	1.11474
TraesCS1A01G193500.1	1471	1472	18.6751	6.20858
TraesCS1A01G200000.2	979	980	2	0.998713
TraesCS1A01G200800.1	1593	1594	226	69.3836
TraesCS1A01G202900.1	246	247	0	0
TraesCS1A01G209800.1	435	436	15	16.8361
TraesCS1A01G217200.1	826	827	852.446	504.426
TraesCS1A01G224200.1	661	662	1	0.739228
TraesCS1A01G224600.1	282	283	0	0
TraesCS1A01G229000.1	650	651	361.8	271.972
TraesCS1A01G234600.1	1554	1555	1567	493.146
TraesCS1A01G250300.1	627	628	439	342.091
TraesCS1A01G262400.1	540	541	310.507	280.873
TraesCS1A01G265800.1	615	616	113.738	90.3572
TraesCS1A01G270500LC.1	911	912	16	8.58543
TraesCS1A01G273500.1	1093	1094	385	172.219
TraesCS1A01G277500.1	675	676	502.636	363.867
TraesCS1A01G281000.2	1170	1171	3382	1413.36
TraesCS1A01G286300.1	804	805	389.24	236.624
TraesCS1A01G287200.1	300	301	4	6.50325
TraesCS1A01G288500.3	1085	1086	87	39.2036
TraesCS1A01G288800.1	773	774	1084.44	685.65
TraesCS1A01G294000LC.1	411	412	0	0
TraesCS1A01G302000LC.1	93	94	38	197.83
TraesCS1A01G306200.1	561	562	741.8	645.932
TraesCS1A01G307400.1	679	680	981.933	706.659
TraesCS1A01G308800.1	396	397	303.213	373.761
TraesCS1A01G309700.1	2085	2086	400.295	93.908
TraesCS1A01G311000.1	1566	1567	337	105.244
TraesCS1A01G313300.1	1679	1680	126.977	36.9874
TraesCS1A01G316900.1	847	848	258.928	149.424
TraesCS1A01G317200.1	1618	1619	2455.69	742.272
TraesCS1A01G317500.1	936	937	180.759	94.4052
TraesCS1A01G324800.1	4941	4942	584	57.8291
TraesCS1A01G338200.1	3707	3708	384	50.679
TraesCS1A01G342700.1	997	998	0	0
TraesCS1A01G348700.1	1259	1260	156	60.5886
TraesCS1A01G350200.1	1764	1765	4132.48	1145.79
TraesCS1A01G357700.1	775	776	1	0.63063
TraesCS1A01G360200.1	697	698	520.79	365.127
TraesCS1A01G363000.1	529	530	216.175	199.603
TraesCS1A01G363700.1	594	595	415.231	341.515
TraesCS1A01G364000.1	1045	1046	2	0.935696
TraesCS1A01G364800.2	1665	1666	8	2.34991
TraesCS1A01G365600LC.1	216	217	86	193.944
TraesCS1A01G367900.1	462	463	566.389	598.646
TraesCS1A01G372900LC.1	745	746	772	506.425
TraesCS1A01G375800.1	1102	1103	73	32.388
TraesCS1A01G379000.1	2125	2126	1706.63	392.838
TraesCS1A01G384400.1	363	364	0	0
TraesCS1A01G386300.1	715	716	637.467	435.694
TraesCS1A01G388000.1	2125	2126	197	45.3461
TraesCS1A01G395200.1	1431	1432	706.188	241.331
TraesCS1A01G398200.1	674	675	0	0
TraesCS1A01G399800.1	972	973	928.681	467.079
TraesCS1A01G402200.1	3892	3893	81	10.1821
TraesCS1A01G402600.1	186	187	2	5.2339
TraesCS1A01G403300.1	801	802	19.1493	11.6846
TraesCS1A01G403800.1	1003	1004	3	1.46226
TraesCS1A01G404500.1	2380	2381	2724.48	559.966
TraesCS1A01G411900.1	2365	2366	1697.55	351.112
TraesCS1A01G413000.1	988	989	2456.89	1215.7
TraesCS1A01G418800.1	530	531	11	10.1376
TraesCS1A01G419600.2	1863	1864	29.5824	7.76647
TraesCS1A01G422900.1	2211	2212	683	151.103
TraesCS1A01G428100.1	765	766	4	2.55545
TraesCS1A01G447400LC.1	699	700	4	2.7964
TraesCS1A01G456300LC.1	393	394	142	176.372
TraesCS1A01G466200LC.1	795	796	0	0
TraesCS1A01G522100LC.1	4607	4608	19	2.0178
TraesCS1A01G522500LC.1	1185	1186	17.666	7.28937
TraesCS1A01G539500LC.1	354	355	1	1.3785
TraesCS1A01G540000LC.1	156	157	0	0
TraesCS1A01G543200LC.1	552	553	11.096	9.81922
TraesCS1A01G576300LC.1	327	328	29.7312	44.3584
TraesCS1A01G582300LC.1	1815	1816	33	8.89272
TraesCS1A01G601900LC.1	201	202	95.4351	231.203
TraesCS1A01G620700LC.1	1164	1165	295	123.918
TraesCS1B01G009100LC.1	441	442	0	0
TraesCS1B01G009700LC.1	402	403	0	0
TraesCS1B01G010400.1	1178	1179	1	0.415071
TraesCS1B01G010500.1	1180	1181	0	0
