feature,id,fc,pval,qval
gene,mrg.884,0.00665033682207491,3.52658010420726e-05,0.0527563200546052
gene,mrg.1507,27.833634803658,3.99215437416611e-05,0.0527563200546052
gene,mrg.2050,1.8080649947438,0.00090642113953443,0.457233991458283
gene,mrg.1188,28.3850016638064,0.000941834142151654,0.457233991458283
gene,mrg.197,31.00479663559,0.000976076448924612,0.457233991458283
gene,mrg.756,1.71974236103741,0.00124151886048707,0.457233991458283
gene,mrg.2074,1.59368966082581,0.00174994959825847,0.457233991458283
gene,mrg.446,2.61656309439649,0.00181467441404648,0.457233991458283
gene,mrg.1458,104.664083919547,0.00184678300496333,0.457233991458283
gene,mrg.1336,129.2596927773,0.00189735174298589,0.457233991458283
gene,mrg.355,22.7817991904729,0.00217108965422597,0.457233991458283
gene,mrg.2347,3.7788122348624,0.00219218160775181,0.457233991458283
gene,mrg.2078,7.81828043720909,0.00255618854224582,0.457233991458283
gene,mrg.1697,82.4403649280433,0.00303401122848546,0.457233991458283
gene,mrg.1590,57.5804600186219,0.0031137419639109,0.457233991458283
gene,mrg.1523,2.30795631434056,0.00323540901448616,0.457233991458283
gene,mrg.1379,10.366552446004,0.00343825077947679,0.457233991458283
gene,mrg.175,11.1645486333419,0.00376674265776322,0.457233991458283
gene,mrg.1722,10.7082701463549,0.00389346193541529,0.457233991458283
gene,mrg.288,0.448992884638226,0.00423977088583172,0.457233991458283
gene,mrg.2159,1.92850969797398,0.00481838686532221,0.457233991458283
gene,mrg.932,213.046079964521,0.0048639850301393,0.457233991458283
gene,mrg.2132,3.78870170394101,0.00488348133921535,0.457233991458283
gene,mrg.12,14.5674902632191,0.00488587211378488,0.457233991458283
gene,mrg.1599,2.11788057392493,0.00503471303816028,0.457233991458283
gene,mrg.1214,15.3902715368017,0.00509725560515517,0.457233991458283
gene,mrg.2162,14.1993528739121,0.00536150706999694,0.457233991458283
gene,mrg.691,0.00881656839446447,0.00566689642413531,0.457233991458283
gene,mrg.684,0.000267464329640049,0.00567253241980514,0.457233991458283
gene,mrg.669,1.57947361219171,0.00567526925685757,0.457233991458283
gene,mrg.488,0.725991480614358,0.00570537792318437,0.457233991458283
gene,mrg.1709,29.7253671632442,0.005821985611417,0.457233991458283
gene,mrg.2388,3.68988403588657,0.00614957603184108,0.457233991458283
gene,mrg.1294,3.18097690018777,0.00628881261453329,0.457233991458283
gene,mrg.1187,22.3201265159643,0.00637284886272615,0.457233991458283
gene,mrg.705,0.287759520586562,0.0064922964315659,0.457233991458283
gene,mrg.2361,12.4996954589459,0.00654789132047195,0.457233991458283
gene,mrg.203,7.82253041093075,0.00657392798918455,0.457233991458283
gene,mrg.519,0.368974617750997,0.00700796344976917,0.474924292249742
gene,mrg.1323,17.5733881839151,0.00742678752195047,0.480352895053165
gene,mrg.456,34.6115891073375,0.00755222389451782,0.480352895053165
gene,mrg.2156,2.62680673612817,0.00771157339281392,0.480352895053165
gene,mrg.236,100.082227454836,0.00832246003478776,0.480352895053165
gene,mrg.1774,2.59385410804938,0.00874574366906988,0.480352895053165
gene,mrg.538,43.6896669162156,0.00893254264427168,0.480352895053165
gene,mrg.357,0.00706270355072049,0.0090028516716254,0.480352895053165
gene,mrg.2038,20.5892950393557,0.00939871585536833,0.480352895053165
gene,mrg.2063,0.376013768057846,0.00978042257908629,0.480352895053165
gene,mrg.885,2.95990419440758,0.00979764744941536,0.480352895053165
gene,mrg.1443,0.00663397997085584,0.00995053688626146,0.480352895053165
gene,mrg.1603,19.0858312415197,0.0102872931210851,0.480352895053165
gene,mrg.1001,169.179369405351,0.0105719070279572,0.480352895053165
gene,mrg.2446,0.611221547676399,0.0106431821890693,0.480352895053165
gene,mrg.1845,0.000466179432347986,0.0107003513901616,0.480352895053165
gene,mrg.2172,1.91555275938561,0.0107211060068932,0.480352895053165
gene,mrg.902,0.0841310340764787,0.0107847022034323,0.480352895053165
gene,mrg.565,5.46363452283816,0.0108893356675996,0.480352895053165
gene,mrg.2009,4.51798232597486,0.0112523928000718,0.480352895053165
gene,mrg.402,15.9671637641636,0.0113104280064664,0.480352895053165
gene,mrg.1807,0.234076140146991,0.0114575595044037,0.480352895053165
gene,mrg.891,3.76583288818831,0.0115175364709437,0.480352895053165
gene,mrg.1412,4.32769305353183,0.0115246462005596,0.480352895053165
gene,mrg.924,0.00156052903259485,0.0118307702675109,0.480352895053165
gene,mrg.2407,6.34908663210744,0.0119078848509092,0.480352895053165
gene,mrg.2274,0.0062999931444313,0.0120091239197395,0.480352895053165
gene,mrg.1075,21.4530977316069,0.0120476379827554,0.480352895053165
gene,mrg.1194,2.82737512931233,0.0121769368023315,0.480352895053165
gene,mrg.1000,2.29624734623757,0.0124600854883338,0.482328789462205
gene,mrg.120,1.8847420363422,0.0129898478049948,0.482328789462205
gene,mrg.1304,63.8595568259543,0.0132106753719312,0.482328789462205
gene,mrg.2200,10.992723016199,0.0132759904632295,0.482328789462205
gene,mrg.1191,57.342663489422,0.0134009846217225,0.482328789462205
gene,mrg.2041,28.8737735285076,0.0139124609263759,0.482328789462205
gene,mrg.122,1.59447580671628,0.0140605164881884,0.482328789462205
gene,mrg.1923,6.42103274403019,0.0140961449192564,0.482328789462205
gene,mrg.2137,69.6739176945679,0.0142063252617497,0.482328789462205
gene,mrg.1126,1.49599307416207,0.0143216526452921,0.482328789462205
gene,mrg.1090,19.8864315303889,0.0146628624262857,0.482328789462205
gene,mrg.883,0.000698110587471605,0.0147466757032044,0.482328789462205
gene,mrg.1828,60.3034339138496,0.0150957704563197,0.482328789462205
gene,mrg.1629,26.3501698268801,0.0151651154926166,0.482328789462205
gene,mrg.1463,0.035106852155175,0.0152142200026821,0.482328789462205
gene,mrg.2313,115.56852281823,0.0152820968882522,0.482328789462205
gene,mrg.128,22.4929089997614,0.015329405340456,0.482328789462205
gene,mrg.868,6.98229056799071,0.0157253404611548,0.488965586339202
gene,mrg.163,0.00209392030258692,0.0161957250106134,0.493955433014531
gene,mrg.334,0.0423090036467948,0.0165023012172743,0.493955433014531
gene,mrg.204,0.770384691595292,0.0169093773034947,0.493955433014531
gene,mrg.1362,65.5929689389955,0.0169228829130803,0.493955433014531
gene,mrg.652,0.0999143285017123,0.0170240461149088,0.493955433014531
gene,mrg.1347,0.343050057959393,0.0171408832250649,0.493955433014531
gene,mrg.211,6.17919317882479,0.0173274181509392,0.493955433014531
gene,mrg.1967,6.71443407850376,0.0174430375870902,0.493955433014531
gene,mrg.2115,0.122163310897977,0.0179988662108375,0.493955433014531
gene,TraesCS2A01G559400,34689.6006725202,0.0180878477962697,0.493955433014531
gene,TraesCS7B01G365700,1102.14779105218,0.0184155189219117,0.493955433014531
gene,mrg.1591,34.1372762445726,0.0184505355470704,0.493955433014531
gene,mrg.1550,2.51287333550075,0.0187978814890172,0.493955433014531
gene,mrg.1640,0.0852390045018072,0.0188856739121255,0.493955433014531
gene,mrg.825,75.7976561823285,0.0190397617808358,0.493955433014531
