target_id	length	eff_length	est_counts	tpm
TraesCS1A01G000100LC.1	2740	2741	4534.3	927.365
TraesCS1A01G000400.1	3055	3056	58.3406	10.702
TraesCS1A01G000900.1	2987	2988	1414.01	265.29
TraesCS1A01G001000.1	2332	2333	169.675	40.771
TraesCS1A01G001100.1	3718	3719	1731.8	261.049
TraesCS1A01G001400.1	2531	2532	980.329	217.049
TraesCS1A01G001500LC.1	512	513	2409.85	2633.43
TraesCS1A01G007300.1	925	926	0	0
TraesCS1A01G007400.1	903	904	0	0
TraesCS1A01G007700.1	603	604	0	0
TraesCS1A01G008000.1	1035	1036	1	0.541115
TraesCS1A01G008200LC.1	420	421	0	0
TraesCS1A01G008300LC.1	348	349	0	0
TraesCS1A01G010400LC.1	1023	1024	0	0
TraesCS1A01G010700LC.1	498	499	0	0
TraesCS1A01G010900.1	471	472	0	0
TraesCS1A01G011100LC.1	420	421	3	3.99474
TraesCS1A01G020000.1	417	418	988	1325.04
TraesCS1A01G038100.1	766	767	307.335	224.629
TraesCS1A01G040200LC.1	1247	1248	0	0
TraesCS1A01G041300.1	453	454	87.5984	108.166
TraesCS1A01G041400.1	483	484	2	2.31651
TraesCS1A01G050900.1	984	985	0	0
TraesCS1A01G051700.1	1160	1161	935	451.47
TraesCS1A01G063100.1	604	605	0	0
TraesCS1A01G070100LC.1	297	298	0	0
TraesCS1A01G070900.3	2338	2339	105	25.1656
TraesCS1A01G074800.1	1563	1564	97	34.7683
TraesCS1A01G078800.1	934	935	73.8113	44.2548
TraesCS1A01G083800.1	1490	1491	14	5.2638
TraesCS1A01G086100.1	1801	1802	63	19.599
TraesCS1A01G092900.1	1197	1198	3705.88	1734.14
TraesCS1A01G096500.2	564	565	655.288	650.179
TraesCS1A01G097700.1	1518	1519	1837.55	678.158
TraesCS1A01G105400.1	876	877	1762	1126.3
TraesCS1A01G106600.1	1102	1103	540	274.453
TraesCS1A01G112500.1	1096	1097	5581.19	2852.13
TraesCS1A01G115900.1	582	583	3907.15	3756.99
TraesCS1A01G117500.3	2760	2761	21	4.26385
TraesCS1A01G118200.1	165	166	26.5263	89.5814
TraesCS1A01G125800.1	1198	1199	2.72186	1.27261
TraesCS1A01G126100.1	1805	1806	186	57.7357
TraesCS1A01G127000.1	1214	1215	435	200.707
TraesCS1A01G136800.2	1330	1331	51	21.4803
TraesCS1A01G142600.4	1025	1026	135	73.7625
TraesCS1A01G147000.1	940	941	1517.99	904.33
TraesCS1A01G148400.1	645	646	722	626.547
TraesCS1A01G155200.1	987	988	2470.96	1402.03
TraesCS1A01G159100.1	432	433	620.053	802.768
TraesCS1A01G160300.1	1494	1495	2	0.74996
TraesCS1A01G162700.1	324	325	3	5.17472
TraesCS1A01G166200LC.1	615	616	0	0
TraesCS1A01G166600.1	1071	1072	183.653	96.0401
TraesCS1A01G173600.1	834	835	13	8.72782
TraesCS1A01G177800.1	2248	2249	115	28.6654
TraesCS1A01G179400.1	644	645	49	42.5878
TraesCS1A01G186400.1	1025	1026	13	7.10305
TraesCS1A01G186600.1	967	968	31.8405	18.4397
TraesCS1A01G187800LC.1	438	439	1	1.27698
TraesCS1A01G193500.1	1471	1472	45.3018	17.2527
TraesCS1A01G200000.2	979	980	8	4.57628
TraesCS1A01G200800.1	1593	1594	383	134.697
TraesCS1A01G202900.1	246	247	0	0
TraesCS1A01G209800.1	435	436	16	20.5723
TraesCS1A01G217200.1	826	827	1035.45	701.892
TraesCS1A01G224200.1	661	662	0	0
TraesCS1A01G224600.1	282	283	0	0
TraesCS1A01G229000.1	650	651	383.774	330.479
TraesCS1A01G234600.1	1554	1555	1108	399.446
TraesCS1A01G250300.1	627	628	481	429.373
TraesCS1A01G262400.1	540	541	434.197	449.924
TraesCS1A01G265800.1	615	616	93.3131	84.9202
TraesCS1A01G270500LC.1	911	912	37	22.7434
TraesCS1A01G273500.1	1093	1094	263	134.768
TraesCS1A01G277500.1	675	676	658.147	545.789
TraesCS1A01G281000.2	1170	1171	6722	3218.03
TraesCS1A01G286300.1	804	805	394.825	274.953
TraesCS1A01G287200.1	300	301	0	0
TraesCS1A01G288500.3	1085	1086	158	81.5598
TraesCS1A01G288800.1	773	774	1462.45	1059.23
TraesCS1A01G294000LC.1	411	412	0	0
TraesCS1A01G302000LC.1	93	94	55	328.008
TraesCS1A01G306200.1	561	562	1097.4	1094.66
TraesCS1A01G307400.1	679	680	1124.53	927.064
TraesCS1A01G308800.1	396	397	469.963	663.624
TraesCS1A01G309700.1	2085	2086	406.956	109.366
TraesCS1A01G311000.1	1566	1567	413	147.751
TraesCS1A01G313300.1	1679	1680	116.04	38.7211
TraesCS1A01G316900.1	847	848	414.409	273.957
TraesCS1A01G317200.1	1618	1619	5178.72	1793.18
TraesCS1A01G317500.1	936	937	246.713	147.605
TraesCS1A01G324800.1	4941	4942	1253	142.134
TraesCS1A01G338200.1	3707	3708	505	76.3485
TraesCS1A01G342700.1	997	998	1	0.561718
TraesCS1A01G348700.1	1259	1260	235	104.555
TraesCS1A01G350200.1	1764	1765	5733.03	1820.91
TraesCS1A01G357700.1	775	776	1	0.722416
TraesCS1A01G360200.1	697	698	494.641	397.268
TraesCS1A01G363000.1	529	530	273.384	289.165
TraesCS1A01G363700.1	594	595	638.901	601.957
TraesCS1A01G364000.1	1045	1046	1	0.535941
TraesCS1A01G364800.2	1665	1666	4	1.34597
TraesCS1A01G365600LC.1	216	217	102	263.505
TraesCS1A01G367900.1	462	463	657.548	796.151
TraesCS1A01G372900LC.1	745	746	805	604.931
TraesCS1A01G375800.1	1102	1103	107	54.3823
TraesCS1A01G379000.1	2125	2126	1650.84	435.302
TraesCS1A01G384400.1	363	364	0	0
TraesCS1A01G386300.1	715	716	930.732	728.72
TraesCS1A01G388000.1	2125	2126	390	102.837
TraesCS1A01G395200.1	1431	1432	1797.21	703.567
TraesCS1A01G398200.1	674	675	0	0
TraesCS1A01G399800.1	972	973	1145.56	660.014
TraesCS1A01G402200.1	3892	3893	125	18.0001
TraesCS1A01G402600.1	186	187	1	2.99783
TraesCS1A01G403300.1	801	802	9.38897	6.56286
TraesCS1A01G403800.1	1003	1004	4	2.23345
TraesCS1A01G404500.1	2380	2381	4796.33	1129.27
TraesCS1A01G411900.1	2365	2366	2768.1	655.868
TraesCS1A01G413000.1	988	989	3603.78	2042.73
TraesCS1A01G418800.1	530	531	3	3.1672
TraesCS1A01G419600.2	1863	1864	23.2232	6.98434
TraesCS1A01G422900.1	2211	2212	1545	391.555
TraesCS1A01G428100.1	765	766	14	10.2459
TraesCS1A01G447400LC.1	699	700	4	3.2034
TraesCS1A01G456300LC.1	393	394	190	270.338
TraesCS1A01G466200LC.1	795	796	6	4.22559
TraesCS1A01G522100LC.1	4607	4608	50	6.08284
TraesCS1A01G522500LC.1	1185	1186	11.204	5.29586
TraesCS1A01G539500LC.1	354	355	0	0
TraesCS1A01G540000LC.1	156	157	0	0
TraesCS1A01G543200LC.1	552	553	7.95078	8.05997
TraesCS1A01G576300LC.1	327	328	25.0675	42.8436
TraesCS1A01G582300LC.1	1815	1816	55	16.9784
TraesCS1A01G601900LC.1	201	202	92.5134	256.745
TraesCS1A01G620700LC.1	1164	1165	553	266.102
TraesCS1B01G009100LC.1	441	442	0	0
TraesCS1B01G009700LC.1	402	403	0	0
TraesCS1B01G010400.1	1178	1179	1	0.475483
TraesCS1B01G010500.1	1180	1181	0	0
TraesCS1B01G010800.1	1301	1302	0	0
TraesCS1B01G010900.1	876	877	0	0
TraesCS1B01G011000.1	1284	1285	0	0
TraesCS1B01G011300.1	1084	1085	0	0
TraesCS1B01G011600.1	906	907	0	0
TraesCS1B01G011700.1	1466	1467	4.44854	1.69995
TraesCS1B01G013500.1	1053	1054	0	0
TraesCS1B01G017000.1	444	445	0	0
TraesCS1B01G019300.1	779	780	30	21.5613
TraesCS1B01G024200.1	965	966	1703	988.295
TraesCS1B01G031000LC.1	582	583	0	0
TraesCS1B01G033200LC.1	303	304	34	62.6981
TraesCS1B01G034300.1	660	661	0	0
TraesCS1B01G035100.1	484	485	296.402	342.6
TraesCS1B01G042200.1	647	648	1257.01	1087.46
TraesCS1B01G048900.1	727	728	704.607	542.581
TraesCS1B01G049100.1	798	799	1536.28	1077.88
TraesCS1B01G062200.1	1992	1993	1	0.281282
TraesCS1B01G078900.1	2472	2473	79	17.9082
TraesCS1B01G080300.1	165	166	0	0
TraesCS1B01G080900.2	613	614	0	0
TraesCS1B01G081000.1	448	449	0	0
TraesCS1B01G081300.1	593	594	0	0
TraesCS1B01G090500.1	2392	2393	1068	250.194
TraesCS1B01G097200.1	944	945	28.6327	16.9855
TraesCS1B01G100100.1	808	809	1092.91	757.331
TraesCS1B01G101100.1	1342	1343	0	0
TraesCS1B01G115300LC.1	1203	1204	3	1.39683
TraesCS1B01G117400.1	1256	1257	94.6333	42.2044
TraesCS1B01G120600.1	1240	1241	3511.4	1586.2
TraesCS1B01G122200LC.1	441	442	0	0
TraesCS1B01G125100.1	1646	1647	669	227.71
TraesCS1B01G126100.1	1571	1572	1860.45	663.459
TraesCS1B01G127500.4	2759	2760	6	1.21868
TraesCS1B01G129000.1	2642	2643	139.119	29.5079
TraesCS1B01G132700.1	1027	1028	3997.27	2179.81
TraesCS1B01G135800.1	719	720	4215.96	3282.56
TraesCS1B01G136100LC.1	378	379	1022.21	1512
TraesCS1B01G136400LC.1	300	301	144.543	269.204
TraesCS1B01G149500LC.1	318	319	259	455.154
TraesCS1B01G153000.1	2927	2928	236	45.1846
TraesCS1B01G153100.1	2660	2661	22	4.63476
TraesCS1B01G154500.1	742	743	340	256.531
TraesCS1B01G164500.1	887	888	2033.54	1283.77
TraesCS1B01G168600LC.1	393	394	2	2.84566
TraesCS1B01G170100.1	1079	1080	3	1.55721
TraesCS1B01G172400.1	1416	1417	1060.24	419.454
TraesCS1B01G176300LC.1	117	118	0	0
TraesCS1B01G179600.1	603	604	1	0.928137
TraesCS1B01G180400.1	1488	1489	158	59.4855
TraesCS1B01G182400.1	1565	1566	0	0
TraesCS1B01G183100.1	678	679	157.347	129.908
TraesCS1B01G187100.2	4740	4741	1878	222.062
TraesCS1B01G192500.1	746	747	175.986	132.071
TraesCS1B01G194600.1	345	346	2.15948	3.49883
TraesCS1B01G202400LC.1	138	139	0	0
TraesCS1B01G228500.1	847	848	179	118.333
TraesCS1B01G228800.1	1490	1491	4	1.50394
TraesCS1B01G230300.1	788	789	651.084	462.603
TraesCS1B01G237500.1	658	659	0	0
TraesCS1B01G240000.1	465	466	907.372	1091.56
TraesCS1B01G264900.1	3572	3573	236.129	37.0481
TraesCS1B01G270000.1	997	998	49	27.5242
TraesCS1B01G273000.2	926	927	884.803	535.076
TraesCS1B01G276200.1	690	691	478	387.792
TraesCS1B01G276500.1	723	724	1734.78	1343.24
TraesCS1B01G276700.1	267	268	137.153	286.892
TraesCS1B01G276800.1	734	735	1939.81	1479.52
TraesCS1B01G276900.1	613	614	340.089	310.508
TraesCS1B01G286500.1	775	776	539.835	389.985
TraesCS1B01G289300.1	969	970	90	52.0139
TraesCS1B01G290900.1	1294	1295	356	154.109
TraesCS1B01G294200.1	785	786	1157.92	825.859
TraesCS1B01G294500.1	447	448	42.1493	52.7426
TraesCS1B01G295700.1	699	700	517.145	414.156
TraesCS1B01G296300.1	480	481	301	350.809
TraesCS1B01G297200.1	620	621	499.716	451.109
TraesCS1B01G307700.1	1231	1232	0	0
TraesCS1B01G317000.1	555	556	1870.18	1885.63
TraesCS1B01G317500.1	708	709	1	0.790684
TraesCS1B01G318200.1	617	618	934.193	847.417
TraesCS1B01G319400.1	1024	1025	1969.01	1076.89
TraesCS1B01G327200.1	1613	1614	0	0
TraesCS1B01G329300.1	1014	1015	869.903	480.456
TraesCS1B01G329600.1	1737	1738	5170.28	1667.68
TraesCS1B01G338800.1	788	789	786.905	559.106
TraesCS1B01G341000.1	1138	1139	84	41.3432
TraesCS1B01G350200.1	1373	1374	797	325.178
TraesCS1B01G351900LC.1	996	997	417	234.471
TraesCS1B01G364500.3	1760	1761	3064.38	975.513
TraesCS1B01G378300.1	462	463	356.941	432.179
TraesCS1B01G380800.1	737	738	930.099	706.516
TraesCS1B01G388300.1	798	799	0	0
TraesCS1B01G400900.1	937	938	14	8.36709
TraesCS1B01G409200.1	1352	1353	0	0
TraesCS1B01G418800.1	988	989	47	26.641
TraesCS1B01G426100.1	838	839	0	0
TraesCS1B01G426700.1	1675	1676	20	6.68967
TraesCS1B01G432700.1	1137	1138	34.5852	17.0371
TraesCS1B01G432900LC.1	189	190	56	165.228
TraesCS1B01G434000.1	2046	2047	6948.25	1902.86
TraesCS1B01G435500LC.1	288	289	190	368.557
TraesCS1B01G442300.1	1788	1789	1956.9	613.207
TraesCS1B01G443100.1	1239	1240	3222.42	1456.83
TraesCS1B01G449700.2	2183	2184	30.7768	7.89987
TraesCS1B01G450200LC.1	303	304	0	0
TraesCS1B01G451100.1	1164	1165	16.1142	7.75409
TraesCS1B01G451200.1	735	736	0	0
TraesCS1B01G454100LC.1	321	322	64	111.423
TraesCS1B01G455900.1	794	795	240	169.236
TraesCS1B01G460800.1	201	202	0	0
TraesCS1B01G468400.1	907	908	17796.2	10987.3
TraesCS1B01G470200LC.1	204	205	166.483	455.266
TraesCS1B01G474100.1	886	887	165	104.282
TraesCS1B01G525100LC.1	426	427	387.503	508.74
TraesCS1B01G526600LC.1	978	979	0	0
TraesCS1B01G548200LC.1	1185	1186	0	0
TraesCS1B01G551500LC.1	270	271	209.7	433.789
TraesCS1B01G551700LC.1	297	298	0	0
TraesCS1B01G552100LC.1	1200	1201	1896.36	885.172
TraesCS1B01G552300LC.1	240	241	171.675	399.336
TraesCS1B01G552400LC.1	297	298	0	0
TraesCS1B01G570600LC.1	981	982	0	0
TraesCS1B01G571000LC.1	621	622	5	4.50639
TraesCS1B01G623800LC.1	1483	1484	53	20.0212
TraesCS1B01G646500LC.1	636	637	642.807	565.705
TraesCS1B01G680000LC.1	336	337	0	0
TraesCS1B01G694000LC.1	327	328	52.0547	88.9682
TraesCS1B01G761600LC.1	783	784	806	576.326
TraesCS1B01G766900LC.1	204	205	106.029	289.949
TraesCS1B01G767900LC.2	643	644	83	72.2506
TraesCS1B01G771000LC.1	933	934	5	3.00104
