target_id	length	eff_length	est_counts	tpm
TRINITY_DN98_c0_g1_i1	985	802.544	562	301.904
TRINITY_DN2_c0_g1_i1	1096	913.544	10	4.71924
TRINITY_DN48_c0_g1_i1	789	606.544	590	419.364
TRINITY_DN70_c0_g1_i1	1074	891.544	397	191.977
TRINITY_DN66_c0_g1_i1	365	188.696	3.19934	7.3097
TRINITY_DN66_c0_g1_i2	321	149.305	3.80066	10.9745
TRINITY_DN76_c0_g1_i1	1395	1212.54	0	0
TRINITY_DN43_c0_g1_i1	586	403.682	25	26.6994
TRINITY_DN43_c0_g2_i1	1499	1316.54	86	28.162
TRINITY_DN33_c0_g1_i1	467	285.612	188	283.781
TRINITY_DN82_c0_g1_i1	1266	1083.54	7	2.78518
TRINITY_DN25_c0_g1_i1	402	223.124	10.2679	19.8397
TRINITY_DN25_c0_g1_i2	475	293.467	3.73215	5.48277
TRINITY_DN19_c0_g1_i1	384	206.253	7.39233e-08	1.54519e-07
TRINITY_DN19_c0_g1_i2	584	401.682	4	4.29317
TRINITY_DN44_c0_g1_i1	1352	1169.54	97.6874	36.01
TRINITY_DN44_c0_g1_i2	1429	1246.54	3.31257	1.14567
TRINITY_DN61_c0_g1_i1	201	58.0867	4	29.6882
TRINITY_DN22_c0_g1_i1	586	403.682	596	636.514
TRINITY_DN22_c0_g1_i2	345	170.107	0	0
TRINITY_DN78_c0_g1_i1	1065	882.544	192	93.792
TRINITY_DN85_c0_g1_i1	2158	1975.54	2	0.43646
TRINITY_DN85_c0_g2_i1	949	766.544	0	0
TRINITY_DN29_c0_g1_i2	300	131.583	610	1998.62
TRINITY_DN60_c0_g1_i1	202	58.7815	2	14.6687
TRINITY_DN60_c0_g2_i1	560	377.682	12	13.698
TRINITY_DN45_c0_g1_i1	1627	1444.54	22	6.56588
TRINITY_DN83_c0_g1_i1	790	607.544	21.2064	15.0484
TRINITY_DN83_c0_g1_i2	861	678.544	2.79358	1.77494
TRINITY_DN47_c0_g1_i1	2703	2520.54	21	3.59192
TRINITY_DN58_c0_g1_i1	1015	832.544	383	198.332
TRINITY_DN95_c0_g1_i1	542	359.792	8	9.58604
TRINITY_DN91_c0_g1_i1	912	729.544	1	0.590949
TRINITY_DN56_c0_g1_i1	224	73.3958	4	23.4958
TRINITY_DN51_c0_g1_i1	395	216.569	1	1.9907
TRINITY_DN90_c0_g1_i2	1153	970.544	230	102.168
TRINITY_DN18_c0_g1_i1	220	70.5783	5	30.5422
TRINITY_DN40_c0_g1_i1	964	781.544	349	192.519
TRINITY_DN16_c0_g1_i2	1091	908.544	57	27.0477
TRINITY_DN55_c0_g1_i1	2183	2000.54	211	45.4711
TRINITY_DN59_c0_g1_i1	286	120.348	1	3.58229
TRINITY_DN59_c0_g1_i2	264	102.71	1	4.19747
TRINITY_DN64_c0_g1_i1	270	107.447	1	4.01242
TRINITY_DN64_c0_g2_i1	281	116.184	1	3.71069
TRINITY_DN96_c0_g1_i1	205	60.7947	1	7.09145
TRINITY_DN96_c0_g1_i2	202	58.7815	4	29.3373
TRINITY_DN71_c0_g1_i1	205	60.7947	176	1248.1
TRINITY_DN5_c0_g1_i1	832	649.544	7	4.64612
TRINITY_DN81_c0_g1_i1	483	301.378	1	1.43051
TRINITY_DN37_c0_g1_i1	215	67.1912	0	0
TRINITY_DN37_c0_g2_i1	283	117.86	7	25.6054
TRINITY_DN79_c0_g1_i1	732	549.544	744	583.676
TRINITY_DN75_c0_g1_i1	352	176.519	9	21.9812
TRINITY_DN93_c0_g1_i1	1746	1563.54	0	0
TRINITY_DN93_c0_g1_i2	1647	1464.54	48	14.1299
TRINITY_DN1_c0_g1_i2	212	65.1961	0	0
TRINITY_DN99_c0_g1_i1	1244	1061.54	727	295.255
TRINITY_DN3_c0_g1_i1	1733	1550.54	133	36.9801
TRINITY_DN14_c0_g1_i1	285	119.52	0	0
TRINITY_DN14_c0_g2_i1	363	186.792	0	0
TRINITY_DN31_c0_g1_i1	221	71.2526	0	0
TRINITY_DN7_c0_g1_i1	1836	1653.54	63	16.4258
TRINITY_DN8_c0_g1_i1	346	171.002	13	32.775
TRINITY_DN62_c0_g1_i1	249	91.1406	1	4.73031
TRINITY_DN62_c0_g2_i1	300	131.583	11	36.0407
TRINITY_DN88_c0_g1_i1	1778	1595.54	6	1.62123
TRINITY_DN87_c0_g1_i1	661	478.544	1563	1408.12
TRINITY_DN39_c0_g1_i1	441	260.376	79	130.806
TRINITY_DN97_c0_g1_i1	636	453.682	838	796.33
TRINITY_DN52_c0_g1_i1	564	381.682	171	193.15
TRINITY_DN0_c0_g1_i1	1208	1025.54	99	41.6181
TRINITY_DN21_c0_g1_i1	2857	2674.54	91	14.6687
TRINITY_DN28_c0_g1_i1	312	141.542	2	6.0918
TRINITY_DN35_c0_g1_i1	1222	1039.54	428	177.501
TRINITY_DN24_c0_g1_i1	609	426.682	427.64	432.09
TRINITY_DN24_c0_g1_i2	698	515.544	39.3601	32.9148
TRINITY_DN23_c0_g1_i1	388	209.915	11	22.5918
TRINITY_DN23_c0_g2_i1	853	670.544	9	5.78651
TRINITY_DN10_c0_g1_i1	290	123.733	75	261.323
TRINITY_DN10_c0_g2_i1	391	212.765	133	269.496
TRINITY_DN57_c0_g1_i2	202	58.7815	0	0
TRINITY_DN20_c0_g1_i1	1009	826.544	33	17.2127
TRINITY_DN68_c0_g1_i1	235	81.0911	0	0
TRINITY_DN53_c0_g1_i1	410	230.781	16	29.8896
TRINITY_DN32_c0_g1_i1	260	99.5943	3	12.9864
TRINITY_DN4_c0_g1_i1	797	614.544	123	86.2886
TRINITY_DN9_c0_g1_i1	1805	1622.54	140	37.1991
TRINITY_DN46_c0_g1_i1	450	269.057	124.769	199.923
TRINITY_DN46_c0_g1_i2	539	356.828	12.231	14.7776
TRINITY_DN6_c0_g1_i1	204	60.1487	1	7.16761
TRINITY_DN54_c0_g1_i1	872	689.544	66	41.2651
TRINITY_DN84_c0_g1_i1	3521	3338.54	2	0.25827
TRINITY_DN26_c0_g1_i1	1981	1798.54	1870	448.251
TRINITY_DN89_c0_g1_i1	582	399.682	19	20.4946
TRINITY_DN12_c0_g1_i1	714	531.544	1299	1053.59
TRINITY_DN41_c0_g1_i1	601	418.682	7	7.208
TRINITY_DN77_c0_g1_i1	264	102.71	1	4.19747
TRINITY_DN13_c0_g1_i1	236	81.7786	0	0
TRINITY_DN13_c0_g1_i2	304	134.909	0	0
TRINITY_DN30_c0_g1_i2	402	223.124	8	15.4577
TRINITY_DN72_c0_g1_i1	825	642.544	454	304.617
TRINITY_DN65_c0_g1_i1	354	178.41	0	0
TRINITY_DN38_c0_g1_i1	1076	893.544	0	0
TRINITY_DN63_c0_g1_i1	1318	1135.54	146	55.4307
TRINITY_DN50_c0_g1_i1	227	75.4867	3	17.1337
TRINITY_DN34_c0_g1_i1	214	66.5069	9	58.3414
TRINITY_DN42_c0_g1_i1	3086	2903.54	0	0
TRINITY_DN74_c0_g1_i1	230	77.5727	23	127.826
TRINITY_DN11_c0_g1_i1	232	79.0494	3	16.3615
TRINITY_DN49_c0_g1_i2	511	329.032	10	13.1028
TRINITY_DN15_c0_g1_i1	269	106.58	7	28.3154
TRINITY_DN80_c0_g1_i1	456	274.921	95.5936	149.907
TRINITY_DN80_c0_g1_i2	428	247.937	3.40638	5.92313
TRINITY_DN86_c0_g1_i1	1274	1091.54	289	114.145
TRINITY_DN73_c0_g1_i1	882	699.544	0	0
TRINITY_DN73_c0_g1_i2	774	591.544	9	6.55929
TRINITY_DN17_c0_g1_i1	639	456.682	449	423.871
TRINITY_DN94_c0_g1_i1	1746	1563.54	53	14.6139
TRINITY_DN27_c0_g1_i1	1737	1554.54	524	145.321
TRINITY_DN266_c0_g1_i1	338	163.953	33	86.7753
TRINITY_DN250_c0_g1_i1	882	699.544	1797.52	1107.79
TRINITY_DN250_c0_g1_i2	992	809.544	5.48386	2.92043
TRINITY_DN201_c0_g1_i1	3090	2907.54	1167	173.04
TRINITY_DN280_c0_g1_i1	1177	994.544	222	96.2343
TRINITY_DN280_c0_g2_i1	923	740.544	319	185.712
TRINITY_DN202_c0_g1_i1	345	170.107	4	10.1377
TRINITY_DN210_c0_g1_i1	201	58.0867	0	0
TRINITY_DN210_c0_g2_i1	1521	1338.54	2	0.644167
TRINITY_DN291_c0_g1_i2	1861	1678.54	63	16.1811
TRINITY_DN255_c0_g1_i1	1703	1520.54	237	67.1971
TRINITY_DN255_c0_g2_i1	1086	903.544	108	51.5318
TRINITY_DN238_c0_g1_i1	1101	918.544	123	57.7306
TRINITY_DN264_c0_g1_i1	889	706.544	19	11.5935
TRINITY_DN208_c0_g1_i1	243	86.6895	16	79.5709
TRINITY_DN276_c0_g1_i1	574	391.682	39.1258	43.0656
