target_id	length	eff_length	est_counts	tpm
TRINITY_DN98_c0_g1_i1	985	791.56	0	0
TRINITY_DN2_c0_g1_i1	1096	902.56	0	0
TRINITY_DN48_c0_g1_i1	789	595.56	7	10.6514
TRINITY_DN70_c0_g1_i1	1074	880.56	1309	1347.15
TRINITY_DN66_c0_g1_i1	365	173.271	0	0
TRINITY_DN66_c0_g1_i2	321	131.82	0	0
TRINITY_DN76_c0_g1_i1	1395	1201.56	0	0
TRINITY_DN43_c0_g1_i1	586	392.56	0	0
TRINITY_DN43_c0_g2_i1	1499	1305.56	3	2.08238
TRINITY_DN33_c0_g1_i1	467	273.748	27	89.3815
TRINITY_DN82_c0_g1_i1	1266	1072.56	8	6.75934
TRINITY_DN25_c0_g1_i1	402	209.364	0	0
TRINITY_DN25_c0_g1_i2	475	281.748	0	0
TRINITY_DN19_c0_g1_i1	384	191.744	0	0
TRINITY_DN19_c0_g1_i2	584	390.56	0	0
TRINITY_DN44_c0_g1_i1	1352	1158.56	0	0
TRINITY_DN44_c0_g1_i2	1429	1235.56	0	0
TRINITY_DN61_c0_g1_i1	201	37.2504	0	0
TRINITY_DN22_c0_g1_i1	586	392.56	267	616.369
TRINITY_DN22_c0_g1_i2	345	154.171	0	0
TRINITY_DN78_c0_g1_i1	1065	871.56	0	0
TRINITY_DN85_c0_g1_i1	2158	1964.56	5	2.30643
TRINITY_DN85_c0_g2_i1	949	755.56	0	0
TRINITY_DN29_c0_g1_i2	300	112.748	0	0
TRINITY_DN60_c0_g1_i1	202	37.8413	0	0
TRINITY_DN60_c0_g2_i1	560	366.56	5	12.3612
TRINITY_DN45_c0_g1_i1	1627	1433.56	0	0
TRINITY_DN83_c0_g1_i1	790	596.56	0	0
TRINITY_DN83_c0_g1_i2	861	667.56	0	0
TRINITY_DN47_c0_g1_i1	2703	2509.56	198	71.4996
TRINITY_DN58_c0_g1_i1	1015	821.56	0	0
TRINITY_DN95_c0_g1_i1	542	348.596	0	0
TRINITY_DN91_c0_g1_i1	912	718.56	4	5.04467
TRINITY_DN56_c0_g1_i1	224	51.9645	0	0
TRINITY_DN51_c0_g1_i1	395	202.549	4	17.8964
TRINITY_DN90_c0_g1_i2	1153	959.56	5	4.72208
TRINITY_DN18_c0_g1_i1	220	49.388	0	0
TRINITY_DN40_c0_g1_i1	964	770.56	0	0
TRINITY_DN16_c0_g1_i2	1091	897.56	0	0
